ITHACA CORNELL UNIV, NY - January 1893
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Average	36.6	23.5	-	30.1	6.8	-	-	-
Normal	31.3	15.4	-	23.3	-	2.08	17.6	-
More information
ITHACA CORNELL UNIV, NY - February 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Feb 1	26	20	-	23.0	-0.6	0.08	1.0	-
Feb 2	28	15	-	21.5	-2.2	0.00	-	-
Feb 3	38	24	-	31.0	7.2	0.00	-	-
Feb 4	33	9	-	21.0	-2.9	0.06	1.0	-
Feb 5	15	3	-	9.0	-15.0	0.00	-	-
Feb 6	33	10	-	21.5	-2.6	0.00	-	-
Feb 7	39	26	-	32.5	8.3	0.02	-	-
Feb 8	44	33	-	38.5	14.2	0.00	-	-
Feb 9	37	30	-	33.5	9.1	0.44	1.0	-
Feb 10	41	35	-	38.0	13.5	0.10	Trace	-
Feb 11	36	21	-	28.5	3.9	Trace	Trace	-
Feb 12	21	12	-	16.5	-8.2	0.61	1.0	-
Feb 13	25	15	-	20.0	-4.9	0.34	-	-
Feb 14	26	15	-	20.5	-4.5	Trace	Trace	-
Feb 15	24	18	-	21.0	-4.1	0.44	5.5	-
Feb 16	18	-7	-	5.5	-19.8	0.06	0.5	-
Feb 17	35	-9	-	13.0	-12.4	0.00	-	-
Feb 18	44	24	-	34.0	8.4	0.01	Trace	-
Feb 19	47	18	-	32.5	6.8	0.00	-	-
Feb 20	34	22	-	28.0	2.1	Trace	Trace	-
Feb 21	23	10	-	16.5	-9.6	0.10	2.0	-
Feb 22	29	-5	-	12.0	-14.3	0.00	-	-
Feb 23	24	6	-	15.0	-11.5	0.05	0.5	-
Feb 24	6	-7	-	-0.5	-27.2	Trace	Trace	-
Feb 25	21	-14	-	3.5	-23.4	0.00	-	-
Feb 26	27	17	-	22.0	-5.1	0.00	-	-
Feb 27	37	6	-	21.5	-5.8	0.00	-	-
Feb 28	46	31	-	38.5	11.0	0.00	-	-
Sum	857	378	-	-	-	2.31	12.5	-
Average	30.6	13.5	-	22.1	-3.2	-	-	-
Normal	34.0	16.5	-	25.3	-	1.98	14.2	-
More information
ITHACA CORNELL UNIV, NY - March 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Mar 1	51	32	-	41.5	13.7	0.00	0.0	-
Mar 2	47	37	-	42.0	14.0	Trace	0.0	-
Mar 3	42	28	-	35.0	6.8	0.00	0.0	-
Mar 4	57	32	-	44.5	16.0	0.00	0.0	-
Mar 5	59	43	-	51.0	22.2	Trace	0.0	-
Mar 6	64	49	-	56.5	27.4	0.00	0.0	-
Mar 7	56	34	-	45.0	15.7	0.03	0.0	-
Mar 8	42	29	-	35.5	5.9	0.01	Trace	-
Mar 9	37	25	-	31.0	1.1	0.05	0.0	-
Mar 10	58	35	-	46.5	16.3	0.00	0.0	-
Mar 11	51	38	-	44.5	13.9	0.00	0.0	-
Mar 12	46	31	-	38.5	7.6	0.00	0.0	-
Mar 13	56	30	-	43.0	11.8	0.03	0.0	-
Mar 14	45	27	-	36.0	4.4	0.00	0.0	-
Mar 15	31	20	-	25.5	-6.4	0.11	1.0	-
Mar 16	50	31	-	40.5	8.2	0.00	0.0	-
Mar 17	59	28	-	43.5	10.9	0.00	0.0	-
Mar 18	70	47	-	58.5	25.5	Trace	0.0	-
Mar 19	70	41	-	55.5	22.1	Trace	0.0	-
Mar 20	47	30	-	38.5	4.7	0.00	0.0	-
Mar 21	61	44	-	52.5	18.3	0.00	0.0	-
Mar 22	59	36	-	47.5	12.9	0.28	0.0	-
Mar 23	49	35	-	42.0	7.0	0.74	0.0	-
Mar 24	48	30	-	39.0	3.6	0.00	0.0	-
Mar 25	43	28	-	35.5	-0.3	Trace	Trace	-
Mar 26	28	18	-	23.0	-13.2	0.02	0.2	-
Mar 27	26	14	-	20.0	-16.6	Trace	Trace	-
Mar 28	34	18	-	26.0	-11.0	Trace	Trace	-
Mar 29	36	30	-	33.0	-4.4	0.01	Trace	-
Mar 30	43	27	-	35.0	-2.9	0.00	0.0	-
Mar 31	57	30	-	43.5	5.2	Trace	0.0	-
Sum	1522	977	-	-	-	1.28	1.2	-
Average	49.1	31.5	-	40.3	7.7	-	-	-
Normal	42.0	23.1	-	32.6	-	2.64	11.7	-
More information
ITHACA CORNELL UNIV, NY - April 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Apr 1	57	38	-	47.5	8.8	Trace	Trace	-
Apr 2	38	24	-	31.0	-8.2	0.00	0.0	-
Apr 3	47	16	-	31.5	-8.1	0.00	0.0	-
Apr 4	53	39	-	46.0	6.0	0.07	0.0	-
Apr 5	44	37	-	40.5	0.1	0.05	0.0	-
Apr 6	38	32	-	35.0	-5.9	0.01	0.1	-
Apr 7	34	24	-	29.0	-12.3	0.20	2.0	-
Apr 8	40	28	-	34.0	-7.7	0.10	1.0	-
Apr 9	44	26	-	35.0	-7.1	0.02	0.2	-
Apr 10	40	28	-	34.0	-8.6	0.18	16.0	-
Apr 11	33	29	-	31.0	-12.0	1.79	1.0	-
Apr 12	39	31	-	35.0	-8.4	0.19	2.0	-
Apr 13	49	33	-	41.0	-2.8	0.00	0.0	-
Apr 14	53	28	-	40.5	-3.7	0.00	0.0	-
Apr 15	59	29	-	44.0	-0.6	0.00	0.0	-
Apr 16	65	33	-	49.0	4.0	0.00	0.0	-
Apr 17	68	46	-	57.0	11.6	0.00	0.0	-
Apr 18	68	42	-	55.0	9.2	0.00	0.0	-
Apr 19	72	52	-	62.0	15.8	0.07	0.0	-
Apr 20	72	55	-	63.5	16.9	0.63	0.0	-
Apr 21	62	47	-	54.5	7.5	0.39	0.0	-
Apr 22	47	42	-	44.5	-2.9	0.37	0.0	-
Apr 23	49	40	-	44.5	-3.2	0.48	0.0	-
Apr 24	44	40	-	42.0	-6.1	0.06	0.0	-
Apr 25	57	32	-	44.5	-4.0	0.00	0.0	-
Apr 26	62	31	-	46.5	-2.3	0.00	0.0	-
Apr 27	69	38	-	53.5	4.3	0.00	0.0	-
Apr 28	60	50	-	55.0	5.5	0.23	0.0	-
Apr 29	57	40	-	48.5	-1.4	0.00	0.0	-
Apr 30	77	35	-	56.0	5.8	0.00	0.0	-
Sum	1597	1065	-	-	-	4.84	22.3	-
Average	53.2	35.5	-	44.4	-0.3	-	-	-
Normal	55.5	33.9	-	44.7	-	3.29	3.4	-
More information
ITHACA CORNELL UNIV, NY - May 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
May 1	83	54	-	68.5	17.9	0.00	0.0	-
May 2	77	60	-	68.5	17.6	0.07	0.0	-
May 3	70	48	-	59.0	7.7	0.00	0.0	-
May 4	62	57	-	59.5	7.9	0.19	0.0	-
May 5	76	43	-	59.5	7.6	0.14	0.0	-
May 6	76	61	-	68.5	16.2	0.43	0.0	-
May 7	72	58	-	65.0	12.4	0.12	0.0	-
May 8	68	53	-	60.5	7.6	0.00	0.0	-
May 9	61	47	-	54.0	0.8	0.00	0.0	-
May 10	73	37	-	55.0	1.5	0.00	0.0	-
May 11	66	50	-	58.0	4.1	0.06	0.0	-
May 12	76	38	-	57.0	2.8	0.00	0.0	-
May 13	67	51	-	59.0	4.5	0.00	0.0	-
May 14	54	39	-	46.5	-8.3	Trace	0.0	-
May 15	59	30	-	44.5	-10.6	0.00	0.0	-
May 16	67	34	-	50.5	-5.0	0.00	0.0	-
May 17	76	52	-	64.0	8.2	Trace	0.0	-
May 18	78	58	-	68.0	11.9	1.52	0.0	-
May 19	58	45	-	51.5	-4.9	0.83	0.0	-
May 20	73	46	-	59.5	2.8	0.14	0.0	-
May 21	56	48	-	52.0	-5.1	0.79	0.0	-
May 22	55	47	-	51.0	-6.4	0.09	0.0	-
May 23	61	48	-	54.5	-3.2	0.02	0.0	-
May 24	53	48	-	50.5	-7.5	1.09	0.0	-
May 25	54	49	-	51.5	-6.8	0.30	0.0	-
May 26	67	47	-	57.0	-1.6	0.02	0.0	-
May 27	78	43	-	60.5	1.5	0.03	0.0	-
May 28	63	41	-	52.0	-7.3	0.32	0.0	-
May 29	58	32	-	45.0	-14.6	0.08	0.0	-
May 30	48	42	-	45.0	-14.9	0.83	0.0	-
May 31	52	46	-	49.0	-11.3	0.27	0.0	-
Sum	2037	1452	-	-	-	7.34	0.0	-
Average	65.7	46.8	-	56.3	0.9	-	-	-
Normal	67.4	43.5	-	55.4	-	3.19	0.0	-
More information
ITHACA CORNELL UNIV, NY - June 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jun 1	51	45	-	48.0	-12.6	0.20	-	-
Jun 2	51	44	-	47.5	-13.4	0.23	-	-
Jun 3	72	49	-	60.5	-0.7	0.07	-	-
Jun 4	64	49	-	56.5	-5.0	0.11	-	-
Jun 5	58	44	-	51.0	-10.8	0.14	-	-
Jun 6	56	41	-	48.5	-13.6	0.00	-	-
Jun 7	59	38	-	48.5	-13.9	Trace	-	-
Jun 8	70	36	-	53.0	-9.7	Trace	-	-
Jun 9	78	56	-	67.0	4.0	0.00	-	-
Jun 10	85	50	-	67.5	4.2	0.00	-	-
Jun 11	86	62	-	74.0	10.4	0.00	-	-
Jun 12	79	58	-	68.5	4.6	0.08	-	-
Jun 13	77	56	-	66.5	2.3	0.00	-	-
Jun 14	80	53	-	66.5	2.0	Trace	-	-
Jun 15	83	61	-	72.0	7.2	0.00	-	-
Jun 16	83	64	-	73.5	8.5	0.50	-	-
Jun 17	87	62	-	74.5	9.2	0.00	-	-
Jun 18	86	66	-	76.0	10.5	0.08	-	-
Jun 19	79	65	-	72.0	6.2	0.44	-	-
Jun 20	73	62	-	67.5	1.5	0.09	-	-
Jun 21	81	63	-	72.0	5.8	0.02	-	-
Jun 22	89	57	-	73.0	6.5	0.00	-	-
Jun 23	85	65	-	75.0	8.3	0.00	-	-
Jun 24	90	65	-	77.5	10.6	0.82	-	-
Jun 25	82	68	-	75.0	7.9	0.59	-	-
Jun 26	83	67	-	75.0	7.8	0.00	-	-
Jun 27	80	68	-	74.0	6.6	0.02	-	-
Jun 28	81	65	-	73.0	5.4	0.01	-	-
Jun 29	87	64	-	75.5	7.8	0.00	-	-
Jun 30	84	61	-	72.5	4.6	0.00	-	-
Sum	2299	1704	-	-	-	3.40	-	-
Average	76.6	56.8	-	66.7	2.1	-	-	-
Normal	76.0	53.3	-	64.6	-	3.99	0.0	-
More information
ITHACA CORNELL UNIV, NY - July 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jul 1	90	64	-	77.0	9.0	0.00	-	-
Jul 2	89	64	-	76.5	8.4	0.03	-	-
Jul 3	83	69	-	76.0	7.7	Trace	-	-
Jul 4	78	57	-	67.5	-0.9	0.01	-	-
Jul 5	74	56	-	65.0	-3.5	0.00	-	-
Jul 6	83	54	-	68.5	-0.1	0.25	-	-
Jul 7	65	56	-	60.5	-8.1	0.14	-	-
Jul 8	61	49	-	55.0	-13.7	0.00	-	-
Jul 9	71	52	-	61.5	-7.3	0.00	-	-
Jul 10	77	48	-	62.5	-6.3	0.00	-	-
Jul 11	84	53	-	68.5	-0.4	0.00	-	-
Jul 12	89	67	-	78.0	9.1	0.09	-	-
Jul 13	92	70	-	81.0	12.0	Trace	-	-
Jul 14	75	62	-	68.5	-0.5	0.55	-	-
Jul 15	80	55	-	67.5	-1.5	0.62	-	-
Jul 16	81	57	-	69.0	0.0	0.00	-	-
Jul 17	88	56	-	72.0	3.0	0.00	-	-
Jul 18	92	67	-	79.5	10.5	0.00	-	-
Jul 19	91	65	-	78.0	9.0	0.00	-	-
Jul 20	95	62	-	78.5	9.5	0.04	-	-
Jul 21	72	61	-	66.5	-2.5	0.13	-	-
Jul 22	78	56	-	67.0	-2.0	0.00	-	-
Jul 23	79	57	-	68.0	-1.0	Trace	-	-
Jul 24	78	58	-	68.0	-1.0	0.67	-	-
Jul 25	85	61	-	73.0	4.0	0.02	-	-
Jul 26	84	61	-	72.5	3.6	0.00	-	-
Jul 27	93	64	-	78.5	9.6	0.00	-	-
Jul 28	92	70	-	81.0	12.1	Trace	-	-
Jul 29	88	66	-	77.0	8.2	0.62	-	-
Jul 30	83	64	-	73.5	4.7	0.00	-	-
Jul 31	74	58	-	66.0	-2.7	0.00	-	-
Sum	2544	1859	-	-	-	3.17	-	-
Average	82.1	60	-	71	2.2	-	-	-
Normal	79.9	57.7	-	68.8	-	3.83	0.0	-
More information
ITHACA CORNELL UNIV, NY - August 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Aug 1	82	54	-	68.0	-0.7	0.00	-	-
Aug 2	76	64	-	70.0	1.3	0.53	-	-
Aug 3	77	61	-	69.0	0.4	0.00	-	-
Aug 4	69	53	-	61.0	-7.6	0.00	-	-
Aug 5	75	47	-	61.0	-7.5	0.00	-	-
Aug 6	82	51	-	66.5	-2.0	0.00	-	-
Aug 7	86	63	-	74.5	6.1	0.00	-	-
Aug 8	88	65	-	76.5	8.2	0.02	-	-
Aug 9	71	57	-	64.0	-4.3	0.03	-	-
Aug 10	69	47	-	58.0	-10.2	0.00	-	-
Aug 11	76	45	-	60.5	-7.6	0.00	-	-
Aug 12	65	61	-	63.0	-5.1	0.01	-	-
Aug 13	78	61	-	69.5	1.5	0.00	-	-
Aug 14	80	51	-	65.5	-2.4	0.00	-	-
Aug 15	82	63	-	72.5	4.7	Trace	-	-
Aug 16	71	56	-	63.5	-4.2	0.00	-	-
Aug 17	76	43	-	59.5	-8.1	0.00	-	-
Aug 18	87	56	-	71.5	4.0	0.00	-	-
Aug 19	78	63	-	70.5	3.1	Trace	-	-
Aug 20	76	62	-	69.0	1.8	0.00	-	-
Aug 21	63	48	-	55.5	-11.6	0.00	-	-
Aug 22	77	46	-	61.5	-5.5	0.00	-	-
Aug 23	89	50	-	69.5	2.7	0.00	-	-
Aug 24	89	63	-	76.0	9.3	0.00	-	-
Aug 25	86	64	-	75.0	8.5	0.00	-	-
Aug 26	73	56	-	64.5	-1.8	0.00	-	-
Aug 27	79	42	-	60.5	-5.6	0.00	-	-
Aug 28	75	59	-	67.0	1.1	0.00	-	-
Aug 29	71	50	-	60.5	-5.2	Trace	-	-
Aug 30	63	57	-	60.0	-5.5	Trace	-	-
Aug 31	74	56	-	65.0	-0.3	0.00	-	-
Sum	2383	1714	-	-	-	0.59	-	-
Average	76.9	55.3	-	66.1	-1.3	-	-	-
Normal	78.6	56.3	-	67.4	-	3.63	0.0	-
More information
ITHACA CORNELL UNIV, NY - September 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Sep 1	77	49	-	63.0	-2.0	0.00	-	-
Sep 2	89	59	-	74.0	9.2	0.00	-	-
Sep 3	85	58	-	71.5	7.0	0.00	-	-
Sep 4	81	63	-	72.0	7.8	0.00	-	-
Sep 5	84	66	-	75.0	11.1	0.67	-	-
Sep 6	82	60	-	71.0	7.4	0.02	-	-
Sep 7	82	53	-	67.5	4.2	Trace	-	-
Sep 8	77	68	-	72.5	9.5	0.56	-	-
Sep 9	84	66	-	75.0	12.3	0.00	-	-
Sep 10	77	62	-	69.5	7.2	0.58	-	-
Sep 11	65	49	-	57.0	-5.0	0.00	-	-
Sep 12	67	42	-	54.5	-7.1	0.00	-	-
Sep 13	77	48	-	62.5	1.3	0.08	-	-
Sep 14	80	58	-	69.0	8.1	0.25	-	-
Sep 15	80	60	-	70.0	9.5	0.00	-	-
Sep 16	74	64	-	69.0	8.9	0.68	-	-
Sep 17	72	53	-	62.5	2.8	0.00	-	-
Sep 18	67	51	-	59.0	-0.3	0.03	-	-
Sep 19	65	60	-	62.5	3.6	1.49	-	-
Sep 20	69	59	-	64.0	5.5	0.58	-	-
Sep 21	79	51	-	65.0	6.9	0.00	-	-
Sep 22	77	58	-	67.5	9.9	0.00	-	-
Sep 23	79	60	-	69.5	12.3	0.12	-	-
Sep 24	61	52	-	56.5	-0.3	0.00	-	-
Sep 25	53	39	-	46.0	-10.4	0.00	-	-
Sep 26	62	31	-	46.5	-9.4	0.00	-	-
Sep 27	66	50	-	58.0	2.5	0.00	-	-
Sep 28	76	47	-	61.5	6.4	0.00	-	-
Sep 29	78	52	-	65.0	10.3	0.00	-	-
Sep 30	76	52	-	64.0	9.7	0.11	-	-
Sum	2241	1640	-	-	-	5.17	-	-
Average	74.7	54.7	-	64.7	4.7	-	-	-
Normal	71.1	49.0	-	60	-	3.69	0.0	-
More information
ITHACA CORNELL UNIV, NY - October 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Oct 1	66	52	-	59.0	5.1	0.00	0.0	-
Oct 2	67	42	-	54.5	1.0	0.00	0.0	-
Oct 3	74	56	-	65.0	11.9	0.29	0.0	-
Oct 4	67	54	-	60.5	7.8	0.00	0.0	-
Oct 5	56	49	-	52.5	0.2	0.01	0.0	-
Oct 6	57	47	-	52.0	0.1	Trace	0.0	-
Oct 7	61	41	-	51.0	-0.5	0.00	0.0	-
Oct 8	64	50	-	57.0	5.9	0.20	0.0	-
Oct 9	51	45	-	48.0	-2.8	0.20	0.0	-
Oct 10	49	43	-	46.0	-4.4	1.86	0.0	-
Oct 11	53	41	-	47.0	-3.1	0.04	0.0	-
Oct 12	58	40	-	49.0	-0.7	0.00	0.0	-
Oct 13	55	46	-	50.5	1.1	0.31	0.0	-
Oct 14	46	34	-	40.0	-9.0	0.07	Trace	-
Oct 15	47	34	-	40.5	-8.2	0.00	0.0	-
Oct 16	59	35	-	47.0	-1.4	0.05	0.0	-
Oct 17	60	49	-	54.5	6.4	0.00	0.0	-
Oct 18	55	39	-	47.0	-0.8	0.00	0.0	-
Oct 19	71	35	-	53.0	5.5	0.00	0.0	-
Oct 20	76	51	-	63.5	16.3	0.00	0.0	-
Oct 21	76	51	-	63.5	16.6	0.00	0.0	-
Oct 22	61	53	-	57.0	10.4	0.00	0.0	-
Oct 23	58	52	-	55.0	8.6	0.09	0.0	-
Oct 24	54	49	-	51.5	5.4	1.02	0.0	-
Oct 25	55	46	-	50.5	4.7	0.00	0.0	-
Oct 26	57	40	-	48.5	2.9	0.00	0.0	-
Oct 27	60	45	-	52.5	7.2	0.00	0.0	-
Oct 28	63	37	-	50.0	5.0	0.00	0.0	-
Oct 29	66	40	-	53.0	8.2	0.00	0.0	-
Oct 30	59	50	-	54.5	10.0	0.00	0.0	-
Oct 31	58	43	-	50.5	6.2	0.80	0.0	-
Sum	1859	1389	-	-	-	4.94	Trace	-
Average	60	44.8	-	52.4	3.7	-	-	-
Normal	59.0	38.3	-	48.7	-	3.42	0.4	-
More information
ITHACA CORNELL UNIV, NY - November 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Nov 1	54	40	-	47.0	3.0	0.00	0.0	-
Nov 2	67	33	-	50.0	6.3	0.00	0.0	-
Nov 3	59	45	-	52.0	8.5	0.60	0.0	-
Nov 4	52	40	-	46.0	2.8	0.00	0.0	-
Nov 5	46	32	-	39.0	-3.9	0.59	0.5	-
Nov 6	34	30	-	32.0	-10.7	0.03	0.2	-
Nov 7	37	30	-	33.5	-8.9	0.00	0.0	-
Nov 8	33	29	-	31.0	-11.1	0.15	1.0	-
Nov 9	34	28	-	31.0	-10.8	0.00	0.0	-
Nov 10	38	32	-	35.0	-6.5	0.02	0.2	-
Nov 11	33	26	-	29.5	-11.7	Trace	Trace	-
Nov 12	33	25	-	29.0	-11.9	0.02	0.2	-
Nov 13	37	28	-	32.5	-8.1	0.02	Trace	-
Nov 14	40	35	-	37.5	-2.8	Trace	Trace	-
Nov 15	47	31	-	39.0	-1.0	0.00	0.0	-
Nov 16	57	41	-	49.0	9.3	0.00	0.0	-
Nov 17	52	33	-	42.5	3.2	0.17	Trace	-
Nov 18	40	23	-	31.5	-7.5	0.00	0.0	-
Nov 19	38	17	-	27.5	-11.1	0.02	0.2	-
Nov 20	33	16	-	24.5	-13.8	0.00	0.0	-
Nov 21	51	30	-	40.5	2.6	0.00	0.0	-
Nov 22	48	32	-	40.0	2.4	0.00	0.0	-
Nov 23	53	40	-	46.5	9.3	Trace	0.0	-
Nov 24	40	33	-	36.5	-0.3	0.02	0.2	-
Nov 25	34	30	-	32.0	-4.4	0.20	2.0	-
Nov 26	31	24	-	27.5	-8.5	Trace	Trace	-
Nov 27	47	31	-	39.0	3.3	0.02	0.2	-
Nov 28	32	21	-	26.5	-8.8	0.01	0.1	-
Nov 29	24	18	-	21.0	-13.9	0.00	0.0	-
Nov 30	29	21	-	25.0	-9.5	0.07	0.6	-
Sum	1253	894	-	-	-	1.94	5.4	-
Average	41.8	29.8	-	35.8	-3.8	-	-	-
Normal	47.5	31.7	-	39.6	-	3.16	4.5	-
More information
ITHACA CORNELL UNIV, NY - December 1894
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Dec 1	35	29	-	32.0	-2.1	0.01	0.0	-
Dec 2	36	33	-	34.5	0.8	0.19	2.0	-
Dec 3	35	21	-	28.0	-5.3	0.07	0.5	-
Dec 4	32	14	-	23.0	-9.9	0.00	0.0	-
Dec 5	39	21	-	30.0	-2.5	0.00	0.0	-
Dec 6	44	31	-	37.5	5.4	0.00	0.0	-
Dec 7	43	28	-	35.5	3.8	0.00	0.0	-
Dec 8	42	38	-	40.0	8.7	0.41	0.0	-
Dec 9	46	38	-	42.0	11.1	0.01	0.0	-
Dec 10	40	31	-	35.5	5.0	0.00	0.0	-
Dec 11	40	33	-	36.5	6.4	0.20	1.0	-
Dec 12	51	39	-	45.0	15.3	Trace	0.0	-
Dec 13	41	36	-	38.5	9.1	0.00	0.0	-
Dec 14	44	35	-	39.5	10.5	0.00	0.0	-
Dec 15	54	34	-	44.0	15.3	0.00	0.0	-
Dec 16	56	40	-	48.0	19.7	Trace	0.0	-
Dec 17	50	34	-	42.0	14.0	Trace	Trace	-
Dec 18	34	26	-	30.0	2.3	0.00	0.0	-
Dec 19	41	28	-	34.5	7.2	0.00	0.0	-
Dec 20	48	28	-	38.0	11.0	0.00	0.0	-
Dec 21	47	29	-	38.0	11.3	Trace	0.0	-
Dec 22	48	25	-	36.5	10.1	Trace	0.0	-
Dec 23	25	16	-	20.5	-5.7	0.00	0.0	-
Dec 24	34	16	-	25.0	-0.9	0.01	0.1	-
Dec 25	37	25	-	31.0	5.3	Trace	Trace	-
Dec 26	27	23	-	25.0	-0.4	0.10	1.0	-
Dec 27	23	6	-	14.5	-10.7	1.32	14.0	-
Dec 28	10	-1	-	4.5	-20.5	Trace	Trace	-
Dec 29	14	1	-	7.5	-17.3	0.07	1.0	-
Dec 30	25	12	-	18.5	-6.1	0.00	0.0	-
Dec 31	23	6	-	14.5	-9.9	0.00	0.0	-
Sum	1164	775	-	-	-	2.39	19.6	-
Average	37.5	25	-	31.3	2.6	-	-	-
Normal	35.8	21.5	-	28.7	-	2.40	12.6	-
More information
ITHACA CORNELL UNIV, NY - January 1895
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Jan 1	22	-3	-	9.5	-14.7	0.00	0.0	-
Jan 2	26	16	-	21.0	-3.1	0.00	0.0	-
Jan 3	26	13	-	19.5	-4.4	Trace	Trace	-
Jan 4	27	10	-	18.5	-5.3	0.02	0.2	-
Jan 5	15	7	-	11.0	-12.7	Trace	Trace	-
Jan 6	37	15	-	26.0	2.4	0.24	2.0	-
Jan 7	42	34	-	38.0	14.5	0.13	0.0	-
Jan 8	34	24	-	29.0	5.6	0.02	0.0	-
Jan 9	24	16	-	20.0	-3.3	0.00	0.0	-
Jan 10	35	16	-	25.5	2.2	0.55	2.0	-
Jan 11	40	33	-	36.5	13.3	0.05	0.0	-
Jan 12	37	24	-	30.5	7.3	0.00	0.0	-
Jan 13	33	1	-	17.0	-6.1	0.19	2.0	-
Jan 14	20	2	-	11.0	-12.1	0.00	0.0	-
Jan 15	29	14	-	21.5	-1.6	0.00	0.0	-
Jan 16	34	24	-	29.0	6.0	Trace	Trace	-
Jan 17	27	17	-	22.0	-1.0	Trace	Trace	-
Jan 18	25	19	-	22.0	-1.0	0.30	0.0	-
Jan 19	20	7	-	13.5	-9.5	0.11	5.0	-
Jan 20	21	-5	-	8.0	-15.1	0.00	0.0	-
Jan 21	35	21	-	28.0	4.9	0.01	0.0	-
Jan 22	36	23	-	29.5	6.4	0.02	0.2	-
Jan 23	23	13	-	18.0	-5.1	Trace	Trace	-
Jan 24	17	10	-	13.5	-9.7	0.03	0.5	-
Jan 25	23	13	-	18.0	-5.2	0.00	0.0	-
Jan 26	36	18	-	27.0	3.7	0.50	5.0	-
Jan 27	24	11	-	17.5	-5.8	0.00	0.0	-
Jan 28	12	4	-	8.0	-15.4	0.00	0.0	-
Jan 29	22	9	-	15.5	-7.9	0.01	0.2	-
Jan 30	28	9	-	18.5	-5.0	Trace	Trace	-
Jan 31	19	-	-	-	-	0.00	0.0	-
Sum	849	415	-	-	-	2.18	17.1	-
Average	27.4	13.8	-	20.8	-2.5	-	-	-
Normal	31.3	15.4	-	23.3	-	2.08	17.6	-
More information
ITHACA CORNELL UNIV, NY - February 1895
Date	Maximum Temperature	Minimum Temperature	At Obs Temperature	Average Temperature	Avg Temperature Departure	Precipitation	Snowfall	Snow Depth
Feb 1	30	10	-	20.0	-3.6	0.00	0.0	-
Feb 2	29	9	-	19.0	-4.7	0.02	0.2	-
Feb 3	17	-1	-	8.0	-15.8	0.00	0.0	-
Feb 4	19	6	-	12.5	-11.4	0.05	0.1	-
Feb 5	6	-5	-	0.5	-23.5	Trace	Trace	-
Feb 6	0	-8	-	-4.0	-28.1	0.01	0.1	-
Feb 7	3	-9	-	-3.0	-27.2	0.13	0.0	-
Feb 8	-2	-9	-	-5.5	-29.8	0.45	6.0	-
Feb 9	14	-5	-	4.5	-19.9	0.00	0.0	-
Feb 10	16	13	-	14.5	-10.0	0.06	2.0	-
Feb 11	23	13	-	18.0	-6.6	Trace	Trace	-
Feb 12	21	11	-	16.0	-8.7	Trace	Trace	-
Feb 13	24	11	-	17.5	-7.4	0.04	1.0	-
Feb 14	26	18	-	22.0	-3.0	Trace	Trace	-
Feb 15	31	10	-	20.5	-4.6	0.00	0.0	-
Feb 16	34	2	-	18.0	-7.3	0.00	0.0	-
Feb 17	38	9	-	23.5	-1.9	0.00	0.0	-
Feb 18	39	21	-	30.0	4.4	0.00	0.0	-
Feb 19	36	23	-	29.5	3.8	Trace	Trace	-
Feb 20	32	20	-	26.0	0.1	0.00	0.0	-
Feb 21	39	26	-	32.5	6.4	0.03	0.5	-
Feb 22	27	14	-	20.5	-5.8	Trace	Trace	-
Feb 23	23	9	-	16.0	-10.5	0.01	0.3	-
Feb 24	28	7	-	17.5	-9.2	0.00	0.0	-
Feb 25	43	23	-	33.0	6.1	Trace	0.0	-
Feb 26	31	14	-	22.5	-4.6	Trace	Trace	-
Feb 27	47	8	-	27.5	0.2	0.00	0.0	-
Feb 28	45	36	-	40.5	13.0	0.12	0.0	-
